price,address,squares,type,year,bed,bath,tax
"CA$499,000","9632 120a Street #301, Surrey, BC",961 sq.ft. Home,"Residential, Condo",1984,2,1,NA
"CA$579,900","5556 201a Street #208, Langley, BC","1,058 sq.ft. Home","Residential, Condo",1994,2,2,NA
"CA$749,900","7088 191 Street #92, Surrey, BC","1,242 sq.ft. Home","Residential, Condo",2007,3,2,NA
"CA$629,000","833 Seymour Street #1908, Vancouver, BC",586 sq.ft. Home,"Residential, Condo",2010,1,1,NA
"CA$565,000","5665 Boundary Road #718, Vancouver, BC",527 sq.ft. Home,"Residential, Condo",2017,1,1,NA
"CA$700,000","6960 120 Street #308, Surrey, BC","1,028 sq.ft. Home","Residential, Condo",2009,2,2,NA
"CA$818,000","7579 16th Street #605, Burnaby, BC",826 sq.ft. Home,"Residential, Condo",2022,2,2,NA
"CA$464,888","11655 Fraser Street #111, Maple Ridge, BC",604 sq.ft. Home,"Residential, Condo",2024,1,1,NA
"CA$639,000","14826 Holly Park Lane, Surrey, BC",854 sq.ft. Home,"Residential, Condo",1978,2,1,NA
"CA$574,999","1 Cordova Street E #415, Vancouver, BC",599 sq.ft. Home,"Residential, Condo",1997,1,1,NA
"CA$950,000","180 2nd Avenue E #802, Vancouver, BC",863 sq.ft. Home,"Residential, Condo",2021,2,2,NA
"CA$738,000","3178 Dayanee Springs Boulevard #219, Coquitlam, BC",819 sq.ft. Home,"Residential, Condo",2013,2,2,NA
"CA$599,800","615 Cottonwood Avenue #222, Coquitlam, BC",650 sq.ft. Home,"Residential, Condo",2023,1,1,NA
"CA$749,900","202 Lebleu Street #301, Coquitlam, BC",917 sq.ft. Home,"Residential, Condo",2014,2,2,NA
"CA$828,800","301 Capilano Road #1905, Port Moody, BC",968 sq.ft. Home,"Residential, Condo",2012,2,2,NA
"CA$699,000","22 Cordova Street E #408, Vancouver, BC",732 sq.ft. Home,"Residential, Condo",1997,1,1,NA
"CA$639,000","5262 Oakmount Crescent #312, Burnaby, BC",920 sq.ft. Home,"Residential, Condo",1994,2,1,NA
"CA$799,900","8438 207a Street #83, Langley, BC","1,329 sq.ft. Home","Residential, Condo",2014,2,2,NA
"CA$829,900","2431 Rabbit Drive #307, Tsawwassen, BC",928 sq.ft. Home,"Residential, Condo",2024,2,2,NA
"CA$875,000","14356 63a Avenue #40, Surrey, BC","1,373 sq.ft. Home","Residential, Condo",2011,3,2+1,NA
"CA$499,900","200 Nelson's Crescent #1205, New Westminster, BC",507 sq.ft. Home,"Residential, Condo",2017,1,1,NA
"CA$675,000","4686 51 Street #106, Delta, BC",914 sq.ft. Home,"Residential, Condo",2021,1,1,NA
"CA$911,900","2325 Emery Street #105, North Vancouver, BC",802 sq.ft. Home,"Residential, Condo",2024,2,1,NA
"CA$910,000","230 14th Street W #10, North Vancouver, BC",965 sq.ft. Home,"Residential, Condo",1980,2,1,NA
"CA$829,800","16433 19 Avenue #148, Surrey, BC","1,253 sq.ft. Home","Residential, Condo",2019,2,2+1,NA
"CA$749,900","4350 Beresford Street #1602, Burnaby, BC","1,104 sq.ft. Home","Residential, Condo",1988,2,2,NA
"CA$568,000","1 Renaissance Square #1102, New Westminster, BC",617 sq.ft. Home,"Residential, Condo",2009,1,1,NA
"CA$549,000","700 Clarke Road #303, Coquitlam, BC",631 sq.ft. Home,"Residential, Condo",2021,1,1,NA
"CA$899,900","34121 George Ferguson Way #16, Abbotsford, BC","2,328 sq.ft. Home","Residential, Condo",2021,3+1,3+1,NA
"CA$988,800","5380 Smith Drive #30, Richmond, BC","2,253 sq.ft. Home","Residential, Condo",1989,4,2+1,NA
"CA$848,800","19160 119 Avenue #15, Pitt Meadows, BC","2,154 sq.ft. Home","Residential, Condo",1990,3,3+1,NA
"CA$645,000","7511 120 Street #216, Delta, BC",851 sq.ft. Home,"Residential, Condo",2012,2,1,NA
"CA$615,000","12207 224th Street #411, Maple Ridge, BC","1,050 sq.ft. Home","Residential, Condo",1998,2,2,NA
"CA$585,000","11077 Ravine Road #610, Surrey, BC",677 sq.ft. Home,"Residential, Condo",2022,1,1,NA
"CA$749,900","288 1st Avenue W #210, Vancouver, BC",635 sq.ft. Home,"Residential, Condo",2012,1,1,NA
"CA$465,000","13696 100 Avenue #3710, Surrey, BC",450 sq.ft. Home,"Residential, Condo",2017,1,1,NA
"CA$699,900","1677 Lloyd Avenue #307, North Vancouver, BC",684 sq.ft. Home,"Residential, Condo",2011,1,1,NA
"CA$818,000","10020 Dunoon Drive #407, Richmond, BC",996 sq.ft. Home,"Residential, Condo",2013,2,2,NA
"CA$899,000","233 Robson Street #301, Vancouver, BC","1,027 sq.ft. Home","Residential, Condo",2009,2,1,NA
"CA$679,900","8117 200a Street #514, Langley, BC",862 sq.ft. Home,"Residential, Condo",2024,2,2,NA
"CA$798,000","8280 Westminster Highway #204, Richmond, BC","1,019 sq.ft. Home","Residential, Condo",1992,2,2,NA
"CA$519,900","4818 Eldorado Mews #214, Vancouver, BC",534 sq.ft. Home,"Residential, Condo",2013,1,1,NA
"CA$719,000","19825 54 Avenue #404, Langley, BC","1,069 sq.ft. Home","Residential, Condo",2023,2,2,NA
"CA$925,000","220 Tenth Street #26, New Westminster, BC","1,462 sq.ft. Home","Residential, Condo",1999,2,2+1,NA
"CA$849,000","1365 Pemberton Avenue #311, Squamish, BC","1,288 sq.ft. Home","Residential, Condo",2021,3,2,NA
"CA$839,000","3160 Townline Road #154, Abbotsford, BC","1,946 sq.ft. Home","Residential, Condo",1994,3+1,3,NA
"CA$749,000","175 4th Street W #303, North Vancouver, BC",899 sq.ft. Home,"Residential, Condo",1990,2,1+1,NA
"CA$949,000","19330 69 Avenue #35, Surrey, BC","2,002 sq.ft. Home","Residential, Condo",2007,3+1,2+1,NA
"CA$699,000","1045 Quayside Drive #603, New Westminster, BC","1,048 sq.ft. Home","Residential, Condo",1988,2,2,NA
"CA$548,000","3411 Springfield Drive #101, Richmond, BC",917 sq.ft. Home,"Residential, Condo",1971,2,1+1,NA
"CA$969,999","1401 Hunter Street #603, North Vancouver, BC",918 sq.ft. Home,"Residential, Condo",2022,2,2,NA
"CA$589,999","6971 Elmbridge Way #907, Richmond, BC",563 sq.ft. Home,"Residential, Condo",2013,1,1,NA
"CA$729,900","8171 Saba Road #901, Richmond, BC",982 sq.ft. Home,"Residential, Condo",1997,3,2,NA
"CA$698,888","20487 65 Avenue #A315, Langley, BC","1,077 sq.ft. Home","Residential, Condo",2022,2,2,NA
"CA$599,000","16388 64 Avenue #402, Surrey, BC",755 sq.ft. Home,"Residential, Condo",2015,2,1,NA
"CA$989,000","2328 167a Street #13, Surrey, BC","1,399 sq.ft. Home","Residential, Condo",2020,3,2+1,NA
"CA$799,000","7418 Paulson Street #802, Vancouver, BC",630 sq.ft. Home,"Residential, Condo",2022,1,1,NA
"CA$899,000","888 16th Street W #15, North Vancouver, BC","1,133 sq.ft. Home","Residential, Condo",1990,2,2,NA
"CA$489,900","20728 Willoughby Town Centre Drive #308, Langley, BC",649 sq.ft. Home,"Residential, Condo",2014,1,1,NA
"CA$829,000","1238 Burrard Street #602, Vancouver, BC",874 sq.ft. Home,"Residential, Condo",2003,2,2,NA
"CA$815,000","460 W 16th Avenue #12, Vancouver, BC",773 sq.ft. Home,"Residential, Condo",1977,2,1,NA
"CA$499,000","5818 Lincoln Street #304, Vancouver, BC",635 sq.ft. Home,"Residential, Condo",1997,1,1,NA
"CA$969,900","15489 99a Avenue #32, Surrey, BC","1,327 sq.ft. Home","Residential, Condo",2022,3,2+1,NA
"CA$969,000","1100 6th Avenue W #E3, Vancouver, BC","1,025 sq.ft. Home","Residential, Condo",1983,2,1,NA
"CA$668,280","3250 4th Avenue W #8, Vancouver, BC",683 sq.ft. Home,"Residential, Condo",1981,1,1,NA
"CA$539,900","111 Mckinstry Rd #10, Duncan, BC","1,118 sq.ft. Home","Residential, Condo",1990,2,2,NA
"CA$349,000","218 Bayview Ave #402, Ladysmith, BC",855 sq.ft. Home,"Residential, Condo",1973,2,1,NA
"CA$559,900","3195 Herons Way #24, Duncan, BC","1,785 sq.ft. Home","Residential, Condo",2023,2+1,3,NA
"CA$499,900","512 Jim Cram Dr #29, Ladysmith, BC","1,310 sq.ft. Home","Residential, Condo",2012,3,2,NA
"CA$559,900","3195 Herons Way #25, Duncan, BC","1,785 sq.ft. Home","Residential, Condo",2023,2+1,3,NA
"CA$675,000","111 3rd Street E #406, North Vancouver, BC",623 sq.ft. Home,"Residential, Condo",2013,1,1,NA
"CA$829,900","14838 61 Avenue #79, Surrey, BC","1,342 sq.ft. Home","Residential, Condo",2011,3,2+1,NA
"CA$729,999","7500 Abercrombie Drive #312, Richmond, BC","1,249 sq.ft. Home","Residential, Condo",1988,2,1+1,NA
"CA$644,800","888 Carnarvon Street #2106, New Westminster, BC",802 sq.ft. Home,"Residential, Condo",2009,2,2,NA
"CA$888,000","1616 13th Avenue W #502, Vancouver, BC","1,049 sq.ft. Home","Residential, Condo",1974,2,1+1,NA
"CA$489,000","12130 80th Avenue #409, Surrey, BC",903 sq.ft. Home,"Residential, Condo",1994,1,1,NA
"CA$569,000","1484 Charles Street #309, Vancouver, BC",561 sq.ft. Home,"Residential, Condo",1974,1,1,NA
"CA$895,000","16760 25 Avenue #19, Surrey, BC","1,338 sq.ft. Home","Residential, Condo",2018,3,2+1,NA
"CA$639,000","610 Granville Street #1903, Vancouver, BC",584 sq.ft. Home,"Residential, Condo",2006,1,1,NA
"CA$459,000","32838 Landeau Place #601, Abbotsford, BC",617 sq.ft. Home,"Residential, Condo",2021,1,1,NA
"CA$499,999","13321 102a Avenue #427, Surrey, BC",661 sq.ft. Home,"Residential, Condo",2009,1,1,NA
"CA$615,000","12739 72 Avenue #401, Surrey, BC","1,043 sq.ft. Home","Residential, Condo",1995,2,2,NA
"CA$799,900","12730 66 Avenue #26, Surrey, BC","1,510 sq.ft. Home","Residential, Condo",2005,3,2+1,NA
"CA$599,900","8328 207a Street #206, Langley, BC",813 sq.ft. Home,"Residential, Condo",2012,2,2,NA
"CA$459,900","2626 Countess Street #116, Abbotsford, BC","1,121 sq.ft. Home","Residential, Condo",1993,2,NA,NA
"CA$619,999","9978 148 Street #202, Surrey, BC","1,198 sq.ft. Home","Residential, Condo",1992,2,2,NA
"CA$499,900","10168 149 Street #405, Surrey, BC",577 sq.ft. Home,"Residential, Condo",2019,1,1,NA
"CA$579,000","7330 Salisbury Avenue #202, Burnaby, BC",733 sq.ft. Home,"Residential, Condo",2004,1,1,NA
"CA$999,900","12251 No. 2 Road #35, Richmond, BC","1,340 sq.ft. Home","Residential, Condo",2007,3,2+1,NA
"CA$599,000","2057 3rd Avenue W #105, Vancouver, BC",596 sq.ft. Home,"Residential, Condo",1985,1,1,NA
"CA$888,000","4510 Halifax Way #5705, Burnaby, BC",755 sq.ft. Home,"Residential, Condo",2019,2,2,NA
"CA$899,000","1000 Lillooet Road, North Vancouver, BC","1,738 sq.ft. Home","Residential, Condo",1972,2+1,1+1,NA
"CA$999,800","1949 Beach Avenue #405, Vancouver, BC","1,289 sq.ft. Home","Residential, Condo",1949,2,1+1,NA
"CA$698,000","3720 8th Avenue W #401, Vancouver, BC",648 sq.ft. Home,"Residential, Condo",1988,1,1,NA
"CA$799,000","7371 Westminster Highway #1203, Richmond, BC",873 sq.ft. Home,"Residential, Condo",2008,2,2,NA
"CA$899,900","12775 63 Avenue #4, Surrey, BC","1,642 sq.ft. Home","Residential, Condo",2013,4,2+1,NA
"CA$949,000","3833 Evergreen Place #1307, Burnaby, BC",910 sq.ft. Home,"Residential, Condo",2023,2,2,NA
"CA$868,000","907 Beach Avenue #601, Vancouver, BC",830 sq.ft. Home,"Residential, Condo",1993,2,2,NA
"CA$499,000","868 Kingsway #211, Vancouver, BC",656 sq.ft. Home,"Residential, Condo",1999,1,1,NA
"CA$595,000","10780 No. 5 Road #312, Richmond, BC",633 sq.ft. Home,"Residential, Condo",2018,1,1,NA
"CA$750,000","9213 Odlin Road #510, Richmond, BC",802 sq.ft. Home,"Residential, Condo",2021,2,1,NA
"CA$588,000","7161 121 Street #217, Surrey, BC","1,015 sq.ft. Home","Residential, Condo",1992,2,2,NA
"CA$849,000","4292 Wolf Way #72, Delta, BC","1,425 sq.ft. Home","Residential, Condo",2022,3,2+1,NA
"CA$999,000","200 Capilano Road #106, Port Moody, BC","1,053 sq.ft. Home","Residential, Condo",2005,2,2,NA
"CA$995,800","488 Furness Street #7, New Westminster, BC","1,315 sq.ft. Home","Residential, Condo",2021,3,2+1,NA
"CA$555,000","8740 No. 1 Road #204, Richmond, BC",972 sq.ft. Home,"Residential, Condo",1975,2,1+1,NA
"CA$619,888","13768 108 Avenue #412, Surrey, BC",712 sq.ft. Home,"Residential, Condo",2018,2,2,NA
"CA$479,900","1341 George Street #109, White Rock, BC",751 sq.ft. Home,"Residential, Condo",1980,2,1,NA
"CA$769,000","6328 No. 3 Road #1306, Richmond, BC",670 sq.ft. Home,"Residential, Condo",2022,2,1,NA
"CA$539,900","13458 95 Avenue #506, Surrey, BC",505 sq.ft. Home,"Residential, Condo",2025,1,1,NA
"CA$499,900","2511 King George Boulevard #405, Surrey, BC",914 sq.ft. Home,"Residential, Condo",2008,2,2,NA
"CA$538,000","32838 Ventura Avenue #507, Abbotsford, BC",864 sq.ft. Home,"Residential, Condo",2021,2,2,NA
"CA$579,000","3528 146a Street #502, Surrey, BC",590 sq.ft. Home,"Residential, Condo",2024,1,1,NA
"CA$599,000","6098 Station Street #2709, Burnaby, BC",512 sq.ft. Home,"Residential, Condo",2018,1,1,NA
"CA$615,000","648 Lea Avenue #108, Coquitlam, BC",631 sq.ft. Home,"Residential, Condo",2023,1,1,NA
"CA$549,000","206 15th Street E #216, North Vancouver, BC",678 sq.ft. Home,"Residential, Condo",1977,1,1,NA
"CA$769,000","4830 Bennett Street #1101, Burnaby, BC","1,070 sq.ft. Home","Residential, Condo",1992,2,2,NA
"CA$539,900","20976 56 Avenue #108, Langley, BC",988 sq.ft. Home,"Residential, Condo",1992,2,2,NA
"CA$988,800","16222 23a Avenue #89, Surrey, BC","1,514 sq.ft. Home","Residential, Condo",2012,4,3,NA
"CA$499,000","13897 Fraser Highway #410, Surrey, BC",679 sq.ft. Home,"Residential, Condo",2011,1,1,NA
"CA$784,900","14861 98 Avenue #234, Surrey, BC","1,600 sq.ft. Home","Residential, Condo",1989,3,2,NA
"CA$599,000","2951 Silver Springs Boulevard #204, Coquitlam, BC",843 sq.ft. Home,"Residential, Condo",2007,2,2,NA
"CA$889,000","1150 Quayside Drive #421, New Westminster, BC","1,375 sq.ft. Home","Residential, Condo",1988,2,2,NA
"CA$949,000","55 Klahanie Drive #631, Port Moody, BC",868 sq.ft. Home,"Residential, Condo",2023,2,2,NA
"CA$600,000","3731 6th Avenue W #106, Vancouver, BC",735 sq.ft. Home,"Residential, Condo",1972,1,1,NA
"CA$974,888","9652 162a Street #42, Surrey, BC","1,640 sq.ft. Home","Residential, Condo",2023,4,3+1,NA
"CA$579,900","9626 148 Street #408, Surrey, BC","1,104 sq.ft. Home","Residential, Condo",1995,2,2,NA
"CA$878,000","750 South Dyke Road #7, New Westminster, BC","1,181 sq.ft. Home","Residential, Condo",2015,3,1+1,NA
"CA$938,800","1675 Augusta Avenue #208, Burnaby, BC","1,602 sq.ft. Home","Residential, Condo",1989,2,2,NA
"CA$779,000","8538 River District Crossing #1806, Vancouver, BC",762 sq.ft. Home,"Residential, Condo",2016,2,2,NA
"CA$680,000","2265 Hastings Street E #216, Vancouver, BC",755 sq.ft. Home,"Residential, Condo",2006,2,2,NA
"CA$759,000","6895 188 Street #2, Surrey, BC","1,178 sq.ft. Home","Residential, Condo",2012,2,2,NA
"CA$949,900","689 Abbott Street #3006, Vancouver, BC",851 sq.ft. Home,"Residential, Condo",2009,2,2,NA
"CA$800,000","5788 Gilbert Road #711, Richmond, BC",800 sq.ft. Home,"Residential, Condo",2022,2,2,NA
"CA$545,000","5471 Arcadia Road #115, Richmond, BC",966 sq.ft. Home,"Residential, Condo",1981,2,1,NA
"CA$998,000","16335 14 Avenue #134, Surrey, BC","1,929 sq.ft. Home","Residential, Condo",1990,3,2+1,NA
"CA$718,000","8160 Mcmyn Way #1011, Richmond, BC",681 sq.ft. Home,"Residential, Condo",2021,1,1,NA
"CA$569,900","5600 Andrews Road #402, Richmond, BC",625 sq.ft. Home,"Residential, Condo",1998,1,1,NA
"CA$538,000","14960 102a Avenue #306, Surrey, BC",817 sq.ft. Home,"Residential, Condo",2009,2,1,NA
"CA$679,000","1155 Seymour Street #1801, Vancouver, BC",547 sq.ft. Home,"Residential, Condo",2006,1,1,NA
"CA$968,000","1199 Marinaside Crescent #2907, Vancouver, BC",728 sq.ft. Home,"Residential, Condo",1999,1,1,NA
"CA$888,000","4135 Sardis Street #105, Burnaby, BC",847 sq.ft. Home,"Residential, Condo",2015,2,2,NA
"CA$529,900","53 Hastings Street W #503, Vancouver, BC",718 sq.ft. Home,"Residential, Condo",2008,1,1,NA
"CA$880,000","2059 Chesterfield Avenue #311, North Vancouver, BC",981 sq.ft. Home,"Residential, Condo",1995,2,2,NA
"CA$590,000","19953 76 Avenue #309, Langley, BC",675 sq.ft. Home,"Residential, Condo",2025,1,1,NA
"CA$768,000","6537 Telford Avenue #1305, Burnaby, BC",604 sq.ft. Home,"Residential, Condo",2024,2,1,NA
"CA$948,000","6537 Telford Avenue #2702, Burnaby, BC",774 sq.ft. Home,"Residential, Condo",2024,2,2,NA
"CA$679,900","8379 201 Street #503, Langley, BC",869 sq.ft. Home,"Residential, Condo",2023,2,2,NA
"CA$899,000","6700 Dunblane Avenue #2403, Burnaby, BC",850 sq.ft. Home,"Residential, Condo",2020,2,2,NA
"CA$949,800","35810 Mckee Road #8, Abbotsford, BC","2,319 sq.ft. Home","Residential, Condo",2021,4,3+1,NA
"CA$565,000","12739 72 Avenue #303, Surrey, BC",930 sq.ft. Home,"Residential, Condo",1996,2,2,NA
"CA$818,800","1289 Hornby Street #2607, Vancouver, BC",562 sq.ft. Home,"Residential, Condo",2022,1,1,NA
"CA$619,000","1010 Richards Street #309, Vancouver, BC",542 sq.ft. Home,"Residential, Condo",2003,1,1,NA
"CA$629,900","7151 121 Street #301, Surrey, BC","1,477 sq.ft. Home","Residential, Condo",1993,2,2,NA
"CA$969,900","11720 Cottonwood Drive #18, Maple Ridge, BC","2,280 sq.ft. Home","Residential, Condo",2006,3,2+2,NA
"CA$650,000","1420 Georgia Street W #1005, Vancouver, BC",547 sq.ft. Home,"Residential, Condo",2002,1,1,NA
"CA$589,000","3528 146a Street #518, Surrey, BC",591 sq.ft. Home,"Residential, Condo",2024,1,1,NA
"CA$849,000","1425 Cypress Street #112, Vancouver, BC",734 sq.ft. Home,"Residential, Condo",1977,2,1,NA
"CA$989,900","8157 207 Street #404, Langley, BC","1,804 sq.ft. Home","Residential, Condo",2017,4,2,NA
"CA$569,999","32838 Landeau Place #315, Abbotsford, BC",997 sq.ft. Home,"Residential, Condo",2021,2,2,NA
"CA$728,000","9887 Whalley Boulevard #1710, Surrey, BC",818 sq.ft. Home,"Residential, Condo",2021,2,2,NA
"CA$899,000","1673 Lloyd Avenue #204, North Vancouver, BC","1,058 sq.ft. Home","Residential, Condo",2011,2,2,NA
"CA$979,900","2181 Madison Avenue #3206, Burnaby, BC",850 sq.ft. Home,"Residential, Condo",2023,2,2,NA
"CA$638,000","128 Cordova Street W #2007, Vancouver, BC",654 sq.ft. Home,"Residential, Condo",2009,1,1,NA
"CA$998,000","7250 18th Avenue #205, Burnaby, BC","1,080 sq.ft. Home","Residential, Condo",2016,3,2,NA
"CA$849,000","537 16 Avenue E, Vancouver, BC",883 sq.ft. Home,"Residential, Condo",2017,2,1+1,NA
"CA$589,900","55 Eighth Avenue #413, New Westminster, BC",670 sq.ft. Home,"Residential, Condo",2012,2,1,NA
"CA$799,888","87 Nelson Street #1286, Vancouver, BC",534 sq.ft. Home,"Residential, Condo",2019,1,1,NA
"CA$559,900","549 Columbia Street #309, New Westminster, BC",741 sq.ft. Home,"Residential, Condo",2009,1,1,NA
"CA$625,000","14968 101a Avenue #421, Surrey, BC",807 sq.ft. Home,"Residential, Condo",2019,2,1+1,NA
"CA$789,900","101 Morrissey Road #215, Port Moody, BC",946 sq.ft. Home,"Residential, Condo",2008,2,2,NA
"CA$549,900","11519 Burnett Street #303, Maple Ridge, BC","1,101 sq.ft. Home","Residential, Condo",1995,2,2,NA
"CA$679,900","21937 48 Avenue #805, Langley, BC","1,550 sq.ft. Home","Residential, Condo",1990,2,2,NA
"CA$699,000","3205 Gibbins Rd #6, Duncan, BC","1,570 sq.ft. Home","Residential, Condo",2013,3,3,NA
"CA$519,000","941 Malone Rd #29, Ladysmith, BC","1,405 sq.ft. Home","Residential, Condo",1993,3,3,NA
"CA$365,900","231 Mckinstry Rd #206, Duncan, BC","1,120 sq.ft. Home","Residential, Condo",1971,3,1,NA
"CA$585,000","106 Barred Owl Rd, Saturna Island, BC","1,563 sq.ft. Home","Residential, Condo",2019,2,2,NA
"CA$610,000","100 Gifford Rd #36, Ladysmith, BC","1,605 sq.ft. Home","Residential, Condo",1994,2,2,NA
"CA$649,000","15858 Fraser Highway #607, Surrey, BC",840 sq.ft. Home,"Residential, Condo",2023,3,2,NA
"CA$999,900","6811 Pearson Way #1113, Richmond, BC",728 sq.ft. Home,"Residential, Condo",2023,2,1,NA
"CA$735,000","7388 Sandborne Avenue #1101, Burnaby, BC",842 sq.ft. Home,"Residential, Condo",2003,2,2,NA
"CA$648,000","480 Robson Street #904, Vancouver, BC",546 sq.ft. Home,"Residential, Condo",2006,1,1,NA
"CA$799,900","318 Alderson Avenue #2008, Coquitlam, BC",731 sq.ft. Home,"Residential, Condo",2024,2,2,NA
"CA$715,000","8892 208 Street #48, Langley, BC","1,366 sq.ft. Home","Residential, Condo",1994,1+2,2,NA
"CA$739,000","12940 17 Avenue #7, Surrey, BC","1,060 sq.ft. Home","Residential, Condo",1987,2,2,NA
"CA$939,800","7303 Noble Lane #2807, Burnaby, BC",861 sq.ft. Home,"Residential, Condo",2019,2,2,NA
"CA$849,000","7238 189 Street #62, Surrey, BC","1,436 sq.ft. Home","Residential, Condo",2009,3,3,NA
"CA$808,000","6888 Alderbridge Way #1503, Richmond, BC",893 sq.ft. Home,"Residential, Condo",2008,2,2,NA
"CA$889,900","6575 192 Street #70, Surrey, BC","1,908 sq.ft. Home","Residential, Condo",2007,3,3+1,NA
"CA$789,800","7179 201 Street #48, Langley, BC","1,626 sq.ft. Home","Residential, Condo",2004,3,2,NA
"CA$964,000","7157 210 Street #23, Langley, BC","1,800 sq.ft. Home","Residential, Condo",2016,3,2+1,NA
"CA$778,000","19505 68a Avenue #100, Surrey, BC","1,191 sq.ft. Home","Residential, Condo",2011,2,2,NA
"CA$799,900","3170 Gladwin Road #1703, Abbotsford, BC","1,595 sq.ft. Home","Residential, Condo",1991,2,2,NA
"CA$599,000","9981 Whalley Boulevard #1808, Surrey, BC",769 sq.ft. Home,"Residential, Condo",2011,2,1+1,NA
"CA$928,800","450 Westview Street #2006, Coquitlam, BC",841 sq.ft. Home,"Residential, Condo",2021,2,2,NA
"CA$958,000","18505 Laurensen Place #1206, Surrey, BC","1,522 sq.ft. Home","Residential, Condo",2018,3,2+1,NA
"CA$490,000","13771 72a Avenue #201, Surrey, BC",912 sq.ft. Home,"Residential, Condo",1991,2,1,NA
"CA$829,900","24108 104 Avenue #12, Maple Ridge, BC","1,293 sq.ft. Home","Residential, Condo",2018,3,2+1,NA
"CA$669,421","6179 Greenside Drive E, Surrey, BC","1,245 sq.ft. Home","Residential, Condo",1979,2,2,NA
"CA$688,880","10584 153 Street #202, Surrey, BC","1,356 sq.ft. Home","Residential, Condo",1988,2,2,NA
"CA$649,900","2024 Fullerton Avenue #1808, North Vancouver, BC","1,102 sq.ft. Home","Residential, Condo",1975,2,1+1,NA
"CA$655,000","308 Alderson Avenue #906, Coquitlam, BC",556 sq.ft. Home,"Residential, Condo",2024,1,1,NA
"CA$665,000","2978 Glen Drive #1204, Coquitlam, BC",850 sq.ft. Home,"Residential, Condo",2009,2,2,NA
"CA$840,000","20087 68 Avenue #B210, Langley, BC","1,573 sq.ft. Home","Residential, Condo",2019,2,2+1,NA
"CA$523,000","31900 Raven Avenue #A202, Mission, BC",783 sq.ft. Home,"Residential, Condo",2024,2,2,NA
"CA$649,000","4720 Lougheed Highway #3509, Burnaby, BC",534 sq.ft. Home,"Residential, Condo",2022,1,1,NA
"CA$649,000","3451 Sawmill Crescent #813, Vancouver, BC",604 sq.ft. Home,"Residential, Condo",2020,1,1,NA
"CA$699,000","8335 Nelson Street #27, Mission, BC","1,291 sq.ft. Home","Residential, Condo",2022,2,2+1,NA
"CA$899,000","1325 Rolston Street #2106, Vancouver, BC",846 sq.ft. Home,"Residential, Condo",2013,2,2,NA
"CA$650,000","2241 Mccallum Road #12, Abbotsford, BC","1,521 sq.ft. Home","Residential, Condo",1974,4,2,NA
"CA$868,000","7563 Oak Street #14, Vancouver, BC",725 sq.ft. Home,"Residential, Condo",2023,2,2,NA
"CA$528,000","2925 Glen Drive #215, Coquitlam, BC",901 sq.ft. Home,"Residential, Condo",1990,2,1,NA
"CA$609,900","9521 Cardston Court #1302, Burnaby, BC",883 sq.ft. Home,"Residential, Condo",1983,2,1+1,NA
"CA$799,000","1408 Strathmore Mews #806, Vancouver, BC",724 sq.ft. Home,"Residential, Condo",2002,1,1,NA
"CA$945,000","1188 Wilson Crescent #7, Squamish, BC","1,286 sq.ft. Home","Residential, Condo",2016,3,2,NA
"CA$629,000","32705 Fraser Crescent #21, Mission, BC","1,695 sq.ft. Home","Residential, Condo",1982,3+1,1+1,NA
"CA$795,000","19696 Hammond Road #64, Pitt Meadows, BC","1,161 sq.ft. Home","Residential, Condo",2020,3,2,NA
"CA$599,000","2267 Pitt River Road #202, Port Coquitlam, BC",876 sq.ft. Home,"Residential, Condo",2016,1,1,NA
"CA$549,900","1244 4th Ave #310, Ladysmith, BC","1,385 sq.ft. Home","Residential, Condo",2008,2,2,NA
"CA$449,000","3208 Gibbins Rd #24, Duncan, BC","1,169 sq.ft. Home","Residential, Condo",1972,3,2,NA
"CA$789,900","1584 Adelaide St #15, Crofton, BC","2,019 sq.ft. Home","Residential, Condo",2011,2+2,3,NA
"CA$979,990","7661 198b Street #50, Langley, BC","1,382 sq.ft. Home","Residential, Condo",2025,3,2+1,NA
"CA$569,000","828 Agnes Street #708, New Westminster, BC",816 sq.ft. Home,"Residential, Condo",1993,2,2,NA
"CA$789,000","657 Whiting Way #1604, Coquitlam, BC",819 sq.ft. Home,"Residential, Condo",2019,2,2,NA
"CA$751,900","6859 Cambie Street #107, Vancouver, BC",583 sq.ft. Home,"Residential, Condo",2025,NA,1,NA
"CA$943,900","6859 Cambie Street #212, Vancouver, BC",767 sq.ft. Home,"Residential, Condo",2025,2,2,NA
"CA$960,000","1670 160 Street #17, Surrey, BC","1,861 sq.ft. Home","Residential, Condo",2020,4,3+1,NA
"CA$696,888","9456 134 Street #108, Surrey, BC",813 sq.ft. Home,"Residential, Condo",2024,2,2,NA
"CA$708,000","1565 6th Avenue W #1002, Vancouver, BC",511 sq.ft. Home,"Residential, Condo",2013,1,1,NA
"CA$900,000","2715 Spring Street #103, Port Moody, BC","1,111 sq.ft. Home","Residential, Condo",2014,2,2+1,NA
"CA$988,000","10177 River Drive #310, Richmond, BC","1,195 sq.ft. Home","Residential, Condo",2018,3,2+1,NA
"CA$888,000","15235 Sitka Drive #17, Surrey, BC","1,229 sq.ft. Home","Residential, Condo",2022,2,3,NA
"CA$749,000","5155 Watling Street #227, Burnaby, BC",885 sq.ft. Home,"Residential, Condo",2007,2,2,NA
